17.98757228989787, 17.390180878552968
19.477790082441246, 20.335917312661497
21.061769410606622, 22.97157622739018
22.733111849390916, 23.953488372093023
24.069644395225794, 24.62532299741602
25.45305770887166, 25.142118863049095
27.02079488126, 24.36692506459948
28.30478651408884, 24.00516795865633
29.967515688445925, 23.17829457364341
31.438784299249416, 22.144702842377257
32.67048111234158, 20.80103359173126
33.38427464008859, 20.69767441860465
33.95619539805587, 20.80103359173126
34.526147409868344, 20.49095607235142
36.04724990771503, 19.92248062015504
37.18641565153193, 19.147286821705425
39.09634551495017, 20.23255813953488
40.1942906361511, 20.80103359173126
42.04946474713917, 20.387596899224803
43.28829826504246, 20.542635658914726
44.089454903408395, 18.785529715762273
44.934293097083795, 16.201550387596896
